from_code,from_lat,from_lng,from_name,name,number,rescheduled_date,rescheduled_time,time_diff,to_code,to_lat,to_lng,to_name
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR BSP CHHATISGARH EXP,18238,03-08-2018,18:10,02:00,BSP,22.0785627,82.1476475,BILASPUR JN
MTJ,27.4955539,77.6855554,MATHURA JN,MATHURA - CHHAPRA EXP,22532,04-08-2018,02:30,02:40,CPR,25.7784105,84.7514507,CHHAPRA
GAYA,24.7964355,85.0079563,GAYA JN,GAYA -KIUL  PASS,53630,04-08-2018,00:00,05:00,KIUL,24.7814656,86.0694724,KIUL JN
HJP,22.1910091,88.1904741,HAJIPUR JN,HJP-BHBR PASSEBGER,55541,03-08-2018,18:15,02:40,BHBR,26.4773729,84.2345424,BATHUA BAZAR
UBL,15.3518378,75.1379848,HUBLI JN,UBL-BZA  PASS,56502,04-08-2018,00:30,01:00,BZA,16.5087586,80.6185102,VIJAYAWADA JN
TN,8.8052602,78.1452745,TUTICORIN,TN-MEJ LINK EXP.,16130,05-08-2018,09:50,02:00,MEJ,8.863466,77.8953325,MANIYACHCHI JN
MFP,26.1182898,85.3857888,MUZAFFARPUR JN,MFP-BGP SHRAVANI SPL,05272,04-08-2018,14:20,01:00,BGP,25.2494829,86.9828131,BHAGALPUR
GKP,26.75845,83.3752175,GORAKHPUR,GKP-LTT EXPRESS,11080,04-08-2018,06:30,01:00,LTT,19.069143,72.8922731,LOKMANYATILAK
HW,29.9384473,78.1452985,HARIDWAR JN,HW-ASR EXP,12053,04-08-2018,17:45,03:00,ASR,31.6343083,74.8736788,AMRITSAR JN
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR-HW JAN SHATABDI EXP,12054,04-08-2018,08:45,01:55,HW,29.9384473,78.1452985,HARIDWAR JN
NDLS,39.0317139,-90.2612233,NEW DELHI,HWH DURONTO EXP,12274,04-08-2018,13:55,01:00,HWH,22.5882216,88.323139,HOWRAH JN
ALY,25.4394887,81.8498592,ALLAHABAD CITY,VIBHUTI EXPRESS,12334,04-08-2018,17:50,02:10,HWH,22.5882216,88.323139,HOWRAH JN
LKO,26.8381,80.9346001,LUCKNOW,GOMTI EXP,12419,04-08-2018,07:15,01:15,NDLS,39.0317139,-90.2612233,NEW DELHI
PPTA,19.1302585,72.8252967553,PATLIPUTRA,PPTA LJN S F,12529,04-08-2018,18:30,02:40,LJN,26.8311093,80.9243976,LUCKNOWJN
LJN,26.8311093,80.9243976,LUCKNOWJN,LJN PPTA S F,12530,04-08-2018,06:00,01:00,PPTA,19.1302585,72.8252967553,PATLIPUTRA
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR-NED SACHKHAND EXP,12716,04-08-2018,10:30,04:55,NED,18.916667,77.5,NANDED
HWH,22.5882216,88.323139,HOWRAH JN,HWH-TIG ISPAT EXP,12871,04-08-2018,09:00,02:05,TIG,20.288849,83.1552029,TITLAGARH
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT-MLDT WKLY EXPRESS,13430,04-08-2018,19:00,01:50,MLDT,25.0168233,88.1299053,MALDA TOWN
NDLS,39.0317139,-90.2612233,NEW DELHI,AGC INTERCITY EXPRESS,14212,04-08-2018,20:20,02:45,AGC,27.1752554,78.0098161,AGRA CANTT
BE,28.3523609,79.4096542,BAREILLY,BE-LKO EXP. LKO-PRG PASS,14308,04-08-2018,19:30,02:15,PRG,25.4689167,81.8677005,PRAYAG
BE,28.3523609,79.4096542,BAREILLY,BE -NBVJ EXP.,14311,04-08-2018,12:35,06:35,BHUJ,23.2472446,69.668339,BHUJ
BHUJ,23.2472446,69.668339,BHUJ,BE - NBVJ,14322,04-08-2018,21:10,04:05,BE,28.3523609,79.4096542,BAREILLY
ASR,31.6343083,74.8736788,AMRITSAR JN,SARYUYAMUNA EXP,14650,04-08-2018,14:30,02:35,JYG,26.5881,86.1399,JAYNAGAR
JYG,26.5881,86.1399,JAYNAGAR,SHAHEED EXPRESS,14673,04-08-2018,20:15,13:00,ASR,31.6343083,74.8736788,AMRITSAR JN
MUV,25.3001107,82.9648751,MANDUADIH,MUV-JBP EXPRESS,15117,04-08-2018,13:00,04:35,JBP,23.1608938,79.9497702,JABALPUR
G,21.455228,80.1962729,GONDIA JN,GONDIA - BJU EXPRESS,15232,04-08-2018,23:30,02:30,BJU,25.4676424,85.9904136,BARAUNI JN
DLI,37.3690819,97.36011,DELHI,SIKKIM MAHANANDA EXPRESS,15484,04-08-2018,15:00,08:25,APDJ,26.4851573,89.5246926,ALIPUR DUAR JN
TN,8.8052602,78.1452745,TUTICORIN,TN-MEJ LINK EXP.,16130,04-08-2018,09:50,02:00,MEJ,8.863466,77.8953325,MANIYACHCHI JN
FBD,27.5,79.5,FARRUKHABAD,CPA-CPR EXP,18192,04-08-2018,14:30,00:55,CPR,25.7784105,84.7514507,CHHAPRA
MURI,47.2756613,8.3377829,MURI,JAT MURI SBP EXPRESS,18310,04-08-2018,16:25,08:15,SBP,21.4,83.883333,SAMBALPUR
CKP,22.6727583,85.6201822,CHAKRADHARPUR,CKP-BBN EXPRESS,18403,04-08-2018,08:45,02:25,BBN,22.1015251,85.3810818,BARBIL
DBG,26.1569653,85.8995119,DARBHANGA JN,SABARMATI EXP,19166,04-08-2018,07:05,02:30,ADI,23.0216238,72.5797068,AHMEDABAD JN
LJN,26.8311093,80.9243976,LUCKNOWJN,LJN JP EXP,19716,04-08-2018,13:10,01:00,JP,26.916194,75.820349,JAIPUR
BGP,25.2494829,86.9828131,BHAGALPUR,BGP-ANVT GARIB RATH,22405,05-08-2018,01:30,12:00,ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT-GAYA GARIB RATH,22410,04-08-2018,21:30,02:20,GAYA,24.7964355,85.0079563,GAYA JN
JHS,25.44715405,78.566749703,JHANSI JN,JHS-AGC PASS,51815,04-08-2018,08:35,01:05,AGC,27.1752554,78.0098161,AGRA CANTT
AGC,27.1752554,78.0098161,AGRA CANTT,AGC-JHS PASS,51816,04-08-2018,16:00,01:15,JHS,25.44715405,78.566749703,JHANSI JN
KLK,30.8366771,76.9369298,KALKA,KLK-SML SHIVALIK DELUXE,52451,04-08-2018,07:50,02:30,SML,31.1041526,77.1709729,SIMLA
KLK,30.8366771,76.9369298,KALKA,KLK-SML MAIL,52453,04-08-2018,08:10,02:10,SML,31.1041526,77.1709729,SIMLA
GAYA,24.7964355,85.0079563,GAYA JN,GAYA-JAJ  PASS,53624,04-08-2018,10:00,04:55,JAJ,24.7697902,86.3775631,JHAJHA
KIUL,24.7814656,86.0694724,KIUL JN,KIUL-GAYA PASSANGER,53629,04-08-2018,13:35,00:20,GAYA,24.7964355,85.0079563,GAYA JN
SLN,26.25,82.0,SULTANPUR,SLN-BSB PASS,54264,04-08-2018,08:00,01:25,BSB,25.3356491,83.0076292,VARANASI JN
PRG,25.4689167,81.8677005,PRAYAG,PRG-BE PASS.,54371,04-08-2018,08:00,04:00,FD,26.75,82.0,FAIZABAD JN
PRG,25.4689167,81.8677005,PRAYAG,PRG-FD PASSENGER,54373,04-08-2018,09:30,01:45,FD,26.75,82.0,FAIZABAD JN
UMB,30.3843674,76.770421,AMBALA CANT JN,AMBALA DELHI PASSENGER,54540,04-08-2018,15:35,01:00,NZM,28.58886,77.253766,HAZRAT NIZAMUDDIN
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR-PTKPASS,54613,04-08-2018,12:30,05:45,PTK,32.2692452,75.6528858,PATHANKOT
SDLP,28.6415386,75.3852992,SADULPUR JN,SDLP SGNR PASS,54763,04-08-2018,12:50,01:25,SGNR,29.2404865,73.5236379,SHRI GANGANAGAR
SGNR,29.2404865,73.5236379,SHRI GANGANAGAR,SGNR SDLP PASSENGER,54764,04-08-2018,06:45,01:45,SDLP,28.6415386,75.3852992,SADULPUR JN
GKP,26.75845,83.3752175,GORAKHPUR,GKP-NKE PASSENGER,55030,04-08-2018,21:05,03:00,NKE,27.102923,84.4646072,NARKATIAGANJ JN
NTV,27.4272664,83.418656,NAUTANWA,NTV-GKP PASSENGER,55044,04-08-2018,09:30,03:15,GKP,26.75845,83.3752175,GORAKHPUR
LJN,26.8311093,80.9243976,LUCKNOWJN,LJN-JEA  PASSENGER,55050,04-08-2018,07:35,02:20,JEA,26.802234,83.3604681,NAKAHA JUNGLE
BTH,26.8023,84.5074,BETTIAH,BTH-GKP PASSENGER,55079,04-08-2018,12:25,03:40,GKP,26.75845,83.3752175,GORAKHPUR
MUV,25.3001107,82.9648751,MANDUADIH,MUV-BTT PASSENGER,55122,04-08-2018,08:00,01:30,BTT,26.3815594,83.9333475,BHATNI JN
MFP,26.1182898,85.3857888,MUZAFFARPUR JN,MFP-NKE PASSENGER,55207,04-08-2018,04:00,01:50,NKE,27.102923,84.4646072,NARKATIAGANJ JN
BJU,25.4676424,85.9904136,BARAUNI JN,BJU-PPTA PASSENGER,55229,04-08-2018,10:30,04:15,PPTA,19.1302585,72.8252967553,PATLIPUTRA
PNBE,25.6093239,85.1235252,PATNA JN,KAMLA GANGA FAST PASS,55528,04-08-2018,16:05,00:35,JYG,26.5881,86.1399,JAYNAGAR
HJP,22.1910091,88.1904741,HAJIPUR JN,HJP-KIR PASSENGER,55540,04-08-2018,14:30,00:20,KIR,25.5433817,87.5690417,KATIHAR JN
UBL,15.3518378,75.1379848,HUBLI JN,UBL-SBC PASS,56516,04-08-2018,08:00,01:00,SBC,13.06178495,77.6102415504,KSR BENGALURU
ADRA,36.748834,-3.0203617,ADRA JN,ADRA ASANSOL PASSENGRT,58019,04-08-2018,15:30,01:00,ASN,23.6871297,86.9746587,ASANSOL JN
RNC,23.3700354,85.3250132,RANCHI,HTE-BOA PASS,58164,04-08-2018,17:52,02:30,GBA,22.70966845,87.1692887119,GARHBETA
AGC,27.1752554,78.0098161,AGRA CANTT,AGC-ETW MEMU,64160,04-08-2018,17:20,01:00,ETW,26.8063069,78.9969944,ETAWAH
KLK,30.8366771,76.9369298,KALKA,KLK-SML RMC,72451,04-08-2018,07:30,02:30,SML,31.1041526,77.1709729,SIMLA
GKP,26.75845,83.3752175,GORAKHPUR,GKP-NTV -DMU-PASS,75013,04-08-2018,08:45,02:30,NTV,27.4272664,83.418656,NAUTANWA
NTV,27.4272664,83.418656,NAUTANWA,NTV-GKP -DMU-PASS,75014,04-08-2018,12:30,02:45,GKP,26.75845,83.3752175,GORAKHPUR
GKP,26.75845,83.3752175,GORAKHPUR,GKP-NTV PASS,75015,04-08-2018,15:30,01:40,NTV,27.4272664,83.418656,NAUTANWA
RXL,26.9833256,84.8523069,RAXAUL JN,RXL-SPJ DEMU,75226,04-08-2018,20:30,03:00,SPJ,25.75,85.916667,SAMASTIPUR JN
GKP,26.75845,83.3752175,GORAKHPUR,RAPTISAGAR EXPRESS,12511,02-08-2018,13:05,06:30,TVC,8.4869485,76.9525968,THIRUVANANTHAPURAM CENTRAL
ASN,23.6871297,86.9746587,ASANSOL JN,PARASNATH EXP,12942,02-08-2018,21:00,01:10,BVC,21.7819741,72.141243,BHAVNAGAR TRMUS
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR HWH MAIL,13006,03-08-2018,00:15,05:35,HWH,22.5882216,88.323139,HOWRAH JN
HWH,22.5882216,88.323139,HOWRAH JN,BAGH EXPRESS,13019,03-08-2018,03:30,05:45,KGM,29.26621,79.54376,KATHGODAM
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR HWH EXPRESS,13050,02-08-2018,23:00,04:50,HWH,22.5882216,88.323139,HOWRAH JN
ASR,31.6343083,74.8736788,AMRITSAR JN,SHAHEED EXP,14674,02-08-2018,19:45,07:50,JYG,26.5881,86.1399,JAYNAGAR
NDLS,39.0317139,-90.2612233,NEW DELHI,NDLS - SCL PSK EXPRESS,15602,03-08-2018,01:00,01:15,SCL,24.829588,92.797148,SILCHAR
CBE,11.0018115,76.9628425,COIMBATORE JN,LOKMANYA TT EXP,11014,03-08-2018,11:15,02:20,LTT,19.069143,72.8922731,LOKMANYATILAK
HWH,22.5882216,88.323139,HOWRAH JN,HWH MUMBAI MAIL,12321,03-08-2018,22:30,00:30,CSMT,19.0543469,72.8703314308,C SHIVAJI MAHARAJ T
HWH,22.5882216,88.323139,HOWRAH JN,VIBHUTI EXPRESS,12333,03-08-2018,21:10,01:10,ALY,25.4394887,81.8498592,ALLAHABAD CITY
ASR,31.6343083,74.8736788,AMRITSAR JN,KARMABHOOMI SUPERFAST,12408,03-08-2018,18:15,08:45,NJP,26.6838881,88.4460283619,NEW JALPAIGURI
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT HTE  EXPRESS,12874,04-08-2018,01:00,05:15,HTE,23.2991479,85.3234589,HATIA
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR HWH MAIL,13006,04-08-2018,00:30,05:50,HWH,22.5882216,88.323139,HOWRAH JN
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR HWH EXPRESS,13050,04-08-2018,01:45,07:35,HWH,22.5882216,88.323139,HOWRAH JN
MLDT,25.0168233,88.1299053,MALDA TOWN,FARAKKA EXPRESS,13483,03-08-2018,22:00,02:50,DLI,37.3690819,97.36011,DELHI
BE,28.3523609,79.4096542,BAREILLY,BE - NBVJ EXP.,14321,03-08-2018,13:45,07:45,BHUJ,23.2472446,69.668339,BHUJ
GCT,25.58363,83.5681593,GHAZIPUR CITY,GCT-SVDK EXP,14611,03-08-2018,11:00,02:30,SVDK,32.9828033,74.9351643,SH MATA V DEVI KATRA
JYG,26.5881,86.1399,JAYNAGAR,SARYUYAMUNA EXP,14649,03-08-2018,11:00,03:45,ASR,31.6343083,74.8736788,AMRITSAR JN
ASR,31.6343083,74.8736788,AMRITSAR JN,SHAHEED EXP,14674,03-08-2018,22:00,10:05,JYG,26.5881,86.1399,JAYNAGAR
BSB,25.3356491,83.0076292,VARANASI JN,MARUDHAR EXPRES,14863,03-08-2018,20:00,01:45,JU,26.2967719,73.0351433,JODHPUR JN
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVR-MAU-EXP,15026,03-08-2018,23:00,10:05,MAU,26.0468558,83.437242595,MAU JN
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT - KYQ EXPRESS,15622,04-08-2018,01:30,01:45,KYQ,26.1666801,91.7053530389,KAMAKHYA
DLI,37.3690819,97.36011,DELHI,CHAMPARAN HUMSAFAR EXP,15706,04-08-2018,07:30,17:45,KIR,25.5433817,87.5690417,KATIHAR JN
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR-KIR EXPRESS,15708,03-08-2018,08:45,01:35,KIR,25.5433817,87.5690417,KATIHAR JN
GUV,10.5950431,76.0417924,GURUVAYUR,GUV CHENNAI EXP,16128,03-08-2018,23:25,02:00,MS,13.0783662,80.261168463,CHENNAI EGMORE
ASR,31.6343083,74.8736788,AMRITSAR JN,JALLIANWALABAGH  EXPRESS,18104,03-08-2018,13:45,01:10,TATA,22.8015194,86.2029579,TATANAGAR JN
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR BSP CHHATISGARH EXP,18238,03-08-2018,18:10,02:00,BSP,22.0785627,82.1476475,BILASPUR JN
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT-BGP GARIB RATH,22406,04-08-2018,05:35,12:40,BGP,25.2494829,86.9828131,BHAGALPUR
MTJ,27.4955539,77.6855554,MATHURA JN,MATHURA - CHHAPRA EXP,22532,04-08-2018,02:30,02:40,CPR,25.7784105,84.7514507,CHHAPRA
UBL,15.3518378,75.1379848,HUBLI JN,UBL-BZA  PASS,56502,04-08-2018,00:30,01:00,BZA,16.5087586,80.6185102,VIJAYAWADA JN
GKP,26.75845,83.3752175,GORAKHPUR,RAPTISAGAR EXPRESS,12511,05-08-2018,08:05,01:30,TVC,8.4869485,76.9525968,THIRUVANANTHAPURAM CENTRAL
TVC,8.4869485,76.9525968,THIRUVANANTHAPURAM CENTRAL,RAPTISAGAR EXP,12512,05-08-2018,09:30,03:15,GKP,26.75845,83.3752175,GORAKHPUR
LJN,26.8311093,80.9243976,LUCKNOWJN,CHITRAKOOT EXP,15205,05-08-2018,18:00,00:30,JBP,23.1608938,79.9497702,JABALPUR
GHY,26.1805978,91.753943,GUWAHATI,GHY - DMV BG EXPRESS,15665,05-08-2018,16:30,02:00,DMV,25.9135522,93.7284143,DIMAPUR
TN,8.8052602,78.1452745,TUTICORIN,TN-MEJ LINK EXP.,16130,05-08-2018,09:50,02:00,MEJ,8.863466,77.8953325,MANIYACHCHI JN
LJN,26.8311093,80.9243976,LUCKNOWJN,LJN-KAP MEMU,64255,05-08-2018,19:00,00:30,KAP,22.0341,69.3386,KALIANPUR
RXL,26.9833256,84.8523069,RAXAUL JN,RXL-HYB,07006,05-08-2018,11:30,10:00,HYB,17.3931097,78.4675629,HYDERABAD DECAN
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR-HW JAN SHATABDI EXP,12054,05-08-2018,08:45,01:55,HW,29.9384473,78.1452985,HARIDWAR JN
GKP,26.75845,83.3752175,GORAKHPUR,RAPTISAGAR EXPRESS,12511,05-08-2018,08:05,01:30,TVC,8.4869485,76.9525968,THIRUVANANTHAPURAM CENTRAL
TVC,8.4869485,76.9525968,THIRUVANANTHAPURAM CENTRAL,RAPTISAGAR EXP,12512,05-08-2018,09:30,03:15,GKP,26.75845,83.3752175,GORAKHPUR
BE,28.3523609,79.4096542,BAREILLY,INTERCITY EXP,14315,05-08-2018,06:35,02:00,NDLS,39.0317139,-90.2612233,NEW DELHI
ASR,31.6343083,74.8736788,AMRITSAR JN,SHAHEED EXP,14674,05-08-2018,16:30,04:35,JYG,26.5881,86.1399,JAYNAGAR
LJN,26.8311093,80.9243976,LUCKNOWJN,CHITRAKOOT EXP,15205,05-08-2018,18:00,00:30,JBP,23.1608938,79.9497702,JABALPUR
GHY,26.1805978,91.753943,GUWAHATI,GHY - DMV BG EXPRESS,15665,05-08-2018,16:30,02:00,DMV,25.9135522,93.7284143,DIMAPUR
MFP,26.1182898,85.3857888,MUZAFFARPUR JN,AVADH EXPRESS,19040,05-08-2018,08:00,02:00,BDTS,19.0623832,72.8428252,BANDRA TERMINUS
PRG,25.4689167,81.8677005,PRAYAG,PRG-BE PASS.,54371,05-08-2018,09:40,05:40,FD,26.75,82.0,FAIZABAD JN
PRG,25.4689167,81.8677005,PRAYAG,PRG-FD PASSENGER,54373,05-08-2018,10:10,02:25,FD,26.75,82.0,FAIZABAD JN
HSR,29.168807,75.7461103,HISAR,HSR-LDH PASSENGER,54603,05-08-2018,05:25,00:55,LDH,30.9090157,75.851601,LUDHIANA JN
NKE,27.102923,84.4646072,NARKATIAGANJ JN,NKE-GKP PASSENGER,55041,05-08-2018,03:45,01:55,GKP,26.75845,83.3752175,GORAKHPUR
LJN,26.8311093,80.9243976,LUCKNOWJN,LJN-JEA  PASSENGER,55050,05-08-2018,06:35,01:20,JEA,26.802234,83.3604681,NAKAHA JUNGLE
BJP,16.8269911,75.7175387,BIJAPUR,BJP-SUR PASSENGER,57686,05-08-2018,00:50,00:45,SUR,17.6715272,75.8975502,SOLAPUR JN
LJN,26.8311093,80.9243976,LUCKNOWJN,LJN-KAP MEMU,64255,05-08-2018,19:00,00:30,KAP,22.0341,69.3386,KALIANPUR
SRE,29.9907119,77.4916887007,SAHARANPUR,SRE-MB MEMU,64566,05-08-2018,06:20,02:00,MB,28.8334982,78.7732864,MORADABAD
GKP,26.75845,83.3752175,GORAKHPUR,RAPTISAGAR EXPRESS,12511,02-08-2018,13:05,06:30,TVC,8.4869485,76.9525968,THIRUVANANTHAPURAM CENTRAL
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR HWH EXPRESS,13050,02-08-2018,23:00,04:50,HWH,22.5882216,88.323139,HOWRAH JN
NDLS,39.0317139,-90.2612233,NEW DELHI,NDLS - SCL PSK EXPRESS,15602,03-08-2018,01:00,01:15,SCL,24.829588,92.797148,SILCHAR
HWH,22.5882216,88.323139,HOWRAH JN,HWH MUMBAI MAIL,12321,03-08-2018,22:30,00:30,CSMT,19.0543469,72.8703314308,C SHIVAJI MAHARAJ T
ASR,31.6343083,74.8736788,AMRITSAR JN,KARMABHOOMI SUPERFAST,12408,03-08-2018,18:15,08:45,NJP,26.6838881,88.4460283619,NEW JALPAIGURI
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT HTE  EXPRESS,12874,04-08-2018,01:00,05:15,HTE,23.2991479,85.3234589,HATIA
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR HWH MAIL,13006,04-08-2018,00:30,05:50,HWH,22.5882216,88.323139,HOWRAH JN
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR HWH EXPRESS,13050,04-08-2018,01:45,07:35,HWH,22.5882216,88.323139,HOWRAH JN
MLDT,25.0168233,88.1299053,MALDA TOWN,FARAKKA EXPRESS,13483,03-08-2018,22:00,02:50,DLI,37.3690819,97.36011,DELHI
JYG,26.5881,86.1399,JAYNAGAR,SARYUYAMUNA EXP,14649,03-08-2018,11:00,03:45,ASR,31.6343083,74.8736788,AMRITSAR JN
ASR,31.6343083,74.8736788,AMRITSAR JN,SHAHEED EXP,14674,03-08-2018,22:00,10:05,JYG,26.5881,86.1399,JAYNAGAR
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT - KYQ EXPRESS,15622,04-08-2018,01:30,01:45,KYQ,26.1666801,91.7053530389,KAMAKHYA
DLI,37.3690819,97.36011,DELHI,CHAMPARAN HUMSAFAR EXP,15706,04-08-2018,07:30,17:45,KIR,25.5433817,87.5690417,KATIHAR JN
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR BSP CHHATISGARH EXP,18238,03-08-2018,18:10,02:00,BSP,22.0785627,82.1476475,BILASPUR JN
MTJ,27.4955539,77.6855554,MATHURA JN,MATHURA - CHHAPRA EXP,22532,04-08-2018,02:30,02:40,CPR,25.7784105,84.7514507,CHHAPRA
GKP,26.75845,83.3752175,GORAKHPUR,GKP-LTT EXPRESS,11080,04-08-2018,06:30,01:00,LTT,19.069143,72.8922731,LOKMANYATILAK
JBP,23.1608938,79.9497702,JABALPUR,SHAKTIPUNJ EXP,11447,05-08-2018,01:30,01:40,HWH,22.5882216,88.323139,HOWRAH JN
NDLS,39.0317139,-90.2612233,NEW DELHI,HWH DURONTO EXP,12274,04-08-2018,13:55,01:00,HWH,22.5882216,88.323139,HOWRAH JN
DDN,30.3255646,78.0436813,DEHRADUN,UPASANA EXPRESS,12328,05-08-2018,00:10,02:00,HWH,22.5882216,88.323139,HOWRAH JN
ALY,25.4394887,81.8498592,ALLAHABAD CITY,VIBHUTI EXPRESS,12334,04-08-2018,17:50,02:10,HWH,22.5882216,88.323139,HOWRAH JN
PPTA,19.1302585,72.8252967553,PATLIPUTRA,PPTA LJN S F,12529,04-08-2018,19:15,03:25,LJN,26.8311093,80.9243976,LUCKNOWJN
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR-NED SACHKHAND EXP,12716,04-08-2018,10:30,04:55,NED,18.916667,77.5,NANDED
HWH,22.5882216,88.323139,HOWRAH JN,HWH-TIG ISPAT EXP,12871,04-08-2018,09:00,02:05,TIG,20.288849,83.1552029,TITLAGARH
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT-MLDT WKLY EXPRESS,13430,04-08-2018,19:00,01:50,MLDT,25.0168233,88.1299053,MALDA TOWN
BE,28.3523609,79.4096542,BAREILLY,BE-LKO EXP. LKO-PRG PASS,14308,04-08-2018,19:30,02:15,PRG,25.4689167,81.8677005,PRAYAG
BE,28.3523609,79.4096542,BAREILLY,BE -NBVJ EXP.,14311,04-08-2018,12:35,06:35,BHUJ,23.2472446,69.668339,BHUJ
BHUJ,23.2472446,69.668339,BHUJ,BE - NBVJ,14322,04-08-2018,21:10,04:05,BE,28.3523609,79.4096542,BAREILLY
ASR,31.6343083,74.8736788,AMRITSAR JN,SARYUYAMUNA EXP,14650,04-08-2018,14:30,02:35,JYG,26.5881,86.1399,JAYNAGAR
JYG,26.5881,86.1399,JAYNAGAR,SHAHEED EXPRESS,14673,04-08-2018,20:15,13:00,ASR,31.6343083,74.8736788,AMRITSAR JN
G,21.455228,80.1962729,GONDIA JN,GONDIA - BJU EXPRESS,15232,04-08-2018,23:30,02:30,BJU,25.4676424,85.9904136,BARAUNI JN
DLI,37.3690819,97.36011,DELHI,SIKKIM MAHANANDA EXPRESS,15484,04-08-2018,15:00,08:25,APDJ,26.4851573,89.5246926,ALIPUR DUAR JN
VSG,-22.8915219,-43.2267195,VASCO DA GAMA,YPR VASCO EXPRESS,17310,04-08-2018,21:30,00:45,YPR,13.0237563,77.5507379,YASVANTPUR JN
FBD,27.5,79.5,FARRUKHABAD,CPA-CPR EXP,18192,04-08-2018,14:30,00:55,CPR,25.7784105,84.7514507,CHHAPRA
DBG,26.1569653,85.8995119,DARBHANGA JN,SABARMATI EXP,19166,04-08-2018,07:05,02:30,ADI,23.0216238,72.5797068,AHMEDABAD JN
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR INDB EXPRESS,19326,05-08-2018,00:15,01:00,INDB,22.7203851,75.8682103,INDORE JN BG
LJN,26.8311093,80.9243976,LUCKNOWJN,LJN JP EXP,19716,04-08-2018,13:10,01:00,JP,26.916194,75.820349,JAIPUR
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT-GAYA GARIB RATH,22410,04-08-2018,21:30,02:20,GAYA,24.7964355,85.0079563,GAYA JN
KIUL,24.7814656,86.0694724,KIUL JN,KIUL-GAYA PASSANGER,53629,04-08-2018,13:35,00:20,GAYA,24.7964355,85.0079563,GAYA JN
GAYA,24.7964355,85.0079563,GAYA JN,GAYA -KIUL  PASS,53630,05-08-2018,02:30,07:30,KIUL,24.7814656,86.0694724,KIUL JN
GKP,26.75845,83.3752175,GORAKHPUR,GKP-NKE PASSENGER,55074,05-08-2018,00:00,01:00,NKE,27.102923,84.4646072,NARKATIAGANJ JN
GKP,26.75845,83.3752175,GORAKHPUR,GKP-BCY PASSENGER,55149,05-08-2018,00:50,01:30,BCY,25.3346395,83.0145644,VARANASI CITY
HJP,22.1910091,88.1904741,HAJIPUR JN,HJP-BHBR PASSEBGER,55541,04-08-2018,17:15,01:40,BHBR,26.4773729,84.2345424,BATHUA BAZAR
SBC,13.06178495,77.6102415504,KSR BENGALURU,SBC-HPT PASSENGER,56909,04-08-2018,23:30,01:15,HPT,15.266079,76.3870527,HOSPET JN
RNC,23.3700354,85.3250132,RANCHI,HTE-BOA PASS,58164,04-08-2018,17:52,02:30,GBA,22.70966845,87.1692887119,GARHBETA
PNBE,25.6093239,85.1235252,PATNA JN,PNBE-ARA MEMU PASSENGER,63223,05-08-2018,00:15,02:25,ARA,6.6666755,-71.0000086,ARA
THE,16.8727496,96.185982,THAWE JN,THE-GKP-DMU SPL,75011,04-08-2018,19:50,01:50,GKP,26.75845,83.3752175,GORAKHPUR
RXL,26.9833256,84.8523069,RAXAUL JN,RXL-HYB,07006,05-08-2018,15:30,14:00,HYB,17.3931097,78.4675629,HYDERABAD DECAN
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR-HW JAN SHATABDI EXP,12054,05-08-2018,10:30,03:40,HW,29.9384473,78.1452985,HARIDWAR JN
HWH,22.5882216,88.323139,HOWRAH JN,VIBHUTI EXPRESS,12333,05-08-2018,22:20,02:20,ALY,25.4394887,81.8498592,ALLAHABAD CITY
ASR,31.6343083,74.8736788,AMRITSAR JN,JALIANWALA B EX,12380,05-08-2018,13:30,02:35,SDAH,22.5679661,88.3711047,SEALDAH
